Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome fragment,Order within fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,1097677.33.faa,1874630.22.faa,1874630.26.faa,31963.54.faa,31963.56.faa,31964.81.faa,31964.84.faa,31965.20.faa,31965.24.faa,33014.40.faa,33014.42.faa,443906.110.faa
6605_fig-1874630.26.peg.799.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6606_fig-1874630.26.peg.800.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6607_fig-1874630.26.peg.801.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6608_fig-1874630.26.peg.802.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6609_fig-1874630.26.peg.803.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6610_fig-1874630.26.peg.804.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6611_fig-1874630.26.peg.805.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6612_fig-1874630.26.peg.806.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6613_fig-1874630.26.peg.807.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6615_fig-1874630.26.peg.809.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6616_fig-1874630.26.peg.810.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6618_fig-1874630.26.peg.812.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6619_fig-1874630.26.peg.813.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6620_fig-1874630.26.peg.814.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6621_fig-1874630.26.peg.815.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6623_fig-1874630.26.peg.817.faa,,,,,,,,,,,,,,1,0,1,1,1,1,1,1,1,1,1,1
6624_fig-1874630.26.peg.818.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6625_fig-1874630.26.peg.819.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0
6626_fig-1874630.26.peg.820.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0
6628_fig-1874630.26.peg.822.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0
6629_fig-1874630.26.peg.823.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6630_fig-1874630.26.peg.824.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6631_fig-1874630.26.peg.825.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6633_fig-1874630.26.peg.827.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,1,1,1
6634_fig-1874630.26.peg.828.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6635_fig-1874630.26.peg.829.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6636_fig-1874630.26.peg.830.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6638_fig-1874630.26.peg.832.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6639_fig-1874630.26.peg.833.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6640_fig-1874630.26.peg.834.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6641_fig-1874630.26.peg.835.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6642_fig-1874630.26.peg.836.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6643_fig-1874630.26.peg.837.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0
6645_fig-1874630.26.peg.839.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6646_fig-1874630.26.peg.840.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6647_fig-1874630.26.peg.841.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6648_fig-1874630.26.peg.842.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,0,1,1,1
6649_fig-1874630.26.peg.843.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6650_fig-1874630.26.peg.844.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6651_fig-1874630.26.peg.845.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6652_fig-1874630.26.peg.846.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6653_fig-1874630.26.peg.847.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6654_fig-1874630.26.peg.848.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6655_fig-1874630.26.peg.849.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6656_fig-1874630.26.peg.850.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6657_fig-1874630.26.peg.851.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6658_fig-1874630.26.peg.852.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6659_fig-1874630.26.peg.853.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6660_fig-1874630.26.peg.854.faa,,,,,,,,,,,,,,0,1,1,0,0,1,1,0,0,1,1,1
6663_fig-1874630.26.peg.857.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,1
6664_fig-1874630.26.peg.858.faa,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,1,0,0,1
6665_fig-1874630.26.peg.859.faa,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,1,0,0,1
6666_fig-1874630.26.peg.860.faa,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,1,0,0,1
6667_fig-1874630.26.peg.861.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,0,0,1
6668_fig-1874630.26.peg.862.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6671_fig-1874630.26.peg.865.faa,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1,1
6672_fig-1874630.26.peg.866.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6673_fig-1874630.26.peg.867.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6674_fig-1874630.26.peg.868.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6675_fig-1874630.26.peg.869.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6676_fig-1874630.26.peg.870.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6677_fig-1874630.26.peg.871.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6678_fig-1874630.26.peg.872.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6679_fig-1874630.26.peg.873.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6680_fig-1874630.26.peg.874.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6681_fig-1874630.26.peg.875.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6682_fig-1874630.26.peg.876.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6683_fig-1874630.26.peg.877.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6684_fig-1874630.26.peg.878.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6685_fig-1874630.26.peg.879.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6686_fig-1874630.26.peg.880.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6687_fig-1874630.26.peg.881.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6688_fig-1874630.26.peg.882.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6689_fig-1874630.26.peg.883.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6690_fig-1874630.26.peg.884.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6691_fig-1874630.26.peg.885.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6692_fig-1874630.26.peg.886.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6693_fig-1874630.26.peg.887.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6694_fig-1874630.26.peg.888.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6695_fig-1874630.26.peg.889.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6696_fig-1874630.26.peg.890.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6697_fig-1874630.26.peg.891.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6698_fig-1874630.26.peg.892.faa,,,,,,,,,,,,,,0,1,1,0,0,1,1,1,1,1,1,1
6699_fig-1874630.26.peg.893.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6700_fig-1874630.26.peg.894.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6701_fig-1874630.26.peg.895.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6702_fig-1874630.26.peg.896.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6703_fig-1874630.26.peg.897.faa,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0
6704_fig-1874630.26.peg.898.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0
6705_fig-1874630.26.peg.899.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6706_fig-1874630.26.peg.900.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6707_fig-1874630.26.peg.901.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0
6708_fig-1874630.26.peg.902.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0
6709_fig-1874630.26.peg.903.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6710_fig-1874630.26.peg.904.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6711_fig-1874630.26.peg.905.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6712_fig-1874630.26.peg.906.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,1,1,1
6713_fig-1874630.26.peg.907.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6714_fig-1874630.26.peg.908.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6715_fig-1874630.26.peg.909.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6716_fig-1874630.26.peg.910.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,1,1,1
6717_fig-1874630.26.peg.911.faa,,,,,,,,,,,,,,1,0,1,1,1,1,1,1,1,1,1,1
6718_fig-1874630.26.peg.912.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6719_fig-1874630.26.peg.913.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6720_fig-1874630.26.peg.914.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6721_fig-1874630.26.peg.915.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6722_fig-1874630.26.peg.916.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6723_fig-1874630.26.peg.917.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6724_fig-1874630.26.peg.918.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6725_fig-1874630.26.peg.919.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,1,1,1
6726_fig-1874630.26.peg.920.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6727_fig-1874630.26.peg.921.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6728_fig-1874630.26.peg.922.faa,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,1,1,1,1
6730_fig-1874630.26.peg.924.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6731_fig-1874630.26.peg.925.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6732_fig-1874630.26.peg.926.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6733_fig-1874630.26.peg.927.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6734_fig-1874630.26.peg.928.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6735_fig-1874630.26.peg.929.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6736_fig-1874630.26.peg.930.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6737_fig-1874630.26.peg.931.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6738_fig-1874630.26.peg.932.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6739_fig-1874630.26.peg.933.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6740_fig-1874630.26.peg.934.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6741_fig-1874630.26.peg.935.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6742_fig-1874630.26.peg.936.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6743_fig-1874630.26.peg.937.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6744_fig-1874630.26.peg.938.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6745_fig-1874630.26.peg.939.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6746_fig-1874630.26.peg.940.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6747_fig-1874630.26.peg.941.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6748_fig-1874630.26.peg.942.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6749_fig-1874630.26.peg.943.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6750_fig-1874630.26.peg.944.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6751_fig-1874630.26.peg.945.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6752_fig-1874630.26.peg.946.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6753_fig-1874630.26.peg.947.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6754_fig-1874630.26.peg.948.faa,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,1,1,1,1
6755_fig-1874630.26.peg.949.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,1
6756_fig-1874630.26.peg.950.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,1
6757_fig-1874630.26.peg.951.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6758_fig-1874630.26.peg.952.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6759_fig-1874630.26.peg.953.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6760_fig-1874630.26.peg.954.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6761_fig-1874630.26.peg.955.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6762_fig-1874630.26.peg.956.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6763_fig-1874630.26.peg.957.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6764_fig-1874630.26.peg.958.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6765_fig-1874630.26.peg.959.faa,,,,,,,,,,,,,,1,0,1,1,1,1,1,1,1,1,1,1
6766_fig-1874630.26.peg.960.faa,,,,,,,,,,,,,,1,0,1,1,1,1,1,1,1,1,1,1
6767_fig-1874630.26.peg.961.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6768_fig-1874630.26.peg.962.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6769_fig-1874630.26.peg.963.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,1
6770_fig-1874630.26.peg.964.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6771_fig-1874630.26.peg.965.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6772_fig-1874630.26.peg.966.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0
6773_fig-1874630.26.peg.967.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0
6774_fig-1874630.26.peg.968.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6775_fig-1874630.26.peg.969.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6776_fig-1874630.26.peg.970.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6777_fig-1874630.26.peg.971.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6778_fig-1874630.26.peg.972.faa,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0
6779_fig-1874630.26.peg.973.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0
6780_fig-1874630.26.peg.974.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6781_fig-1874630.26.peg.975.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6782_fig-1874630.26.peg.976.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6784_fig-1874630.26.peg.978.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6786_fig-1874630.26.peg.980.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6787_fig-1874630.26.peg.981.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6788_fig-1874630.26.peg.982.faa,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0
6789_fig-1874630.26.peg.983.faa,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,1,1,1,1
6790_fig-1874630.26.peg.984.faa,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,1,1,1,1
6791_fig-1874630.26.peg.985.faa,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,1,1,1,1
6792_fig-1874630.26.peg.986.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6793_fig-1874630.26.peg.987.faa,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,1,1,1,1
6794_fig-1874630.26.peg.988.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6795_fig-1874630.26.peg.989.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6796_fig-1874630.26.peg.990.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6797_fig-1874630.26.peg.991.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6798_fig-1874630.26.peg.992.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6799_fig-1874630.26.peg.993.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,1,1,1
6800_fig-1874630.26.peg.994.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6801_fig-1874630.26.peg.995.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6802_fig-1874630.26.peg.996.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6803_fig-1874630.26.peg.997.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6804_fig-1874630.26.peg.998.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6805_fig-1874630.26.peg.999.faa,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1
6806_fig-1874630.26.peg.1000.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6807_fig-1874630.26.peg.1001.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6808_fig-1874630.26.peg.1002.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6809_fig-1874630.26.peg.1003.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6810_fig-1874630.26.peg.1004.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6811_fig-1874630.26.peg.1005.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6812_fig-1874630.26.peg.1006.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6813_fig-1874630.26.peg.1007.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6814_fig-1874630.26.peg.1008.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6815_fig-1874630.26.peg.1009.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6816_fig-1874630.26.peg.1010.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6817_fig-1874630.26.peg.1011.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6818_fig-1874630.26.peg.1012.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6819_fig-1874630.26.peg.1013.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6820_fig-1874630.26.peg.1014.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6821_fig-1874630.26.peg.1015.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6822_fig-1874630.26.peg.1016.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6823_fig-1874630.26.peg.1017.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6825_fig-1874630.26.peg.1019.faa,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0
6826_fig-1874630.26.peg.1020.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6827_fig-1874630.26.peg.1021.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6828_fig-1874630.26.peg.1022.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6829_fig-1874630.26.peg.1023.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6830_fig-1874630.26.peg.1024.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6832_fig-1874630.26.peg.1026.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6833_fig-1874630.26.peg.1027.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6834_fig-1874630.26.peg.1028.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6835_fig-1874630.26.peg.1029.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,1,1,0
6836_fig-1874630.26.peg.1030.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6837_fig-1874630.26.peg.1031.faa,,,,,,,,,,,,,,0,1,1,0,0,1,1,0,0,0,0,1
6838_fig-1874630.26.peg.1032.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,1,1,1
6839_fig-1874630.26.peg.1033.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,0,1,1,0
6840_fig-1874630.26.peg.1034.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6841_fig-1874630.26.peg.1035.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6842_fig-1874630.26.peg.1036.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6843_fig-1874630.26.peg.1037.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6844_fig-1874630.26.peg.1038.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6845_fig-1874630.26.peg.1039.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6846_fig-1874630.26.peg.1040.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6847_fig-1874630.26.peg.1041.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6848_fig-1874630.26.peg.1042.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6849_fig-1874630.26.peg.1043.faa,,,,,,,,,,,,,,1,1,1,0,1,1,1,1,1,1,1,1
6850_fig-1874630.26.peg.1044.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6851_fig-1874630.26.peg.1045.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6852_fig-1874630.26.peg.1046.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6853_fig-1874630.26.peg.1047.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,1,1
6854_fig-1874630.26.peg.1048.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6855_fig-1874630.26.peg.1049.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6856_fig-1874630.26.peg.1050.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6857_fig-1874630.26.peg.1051.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6858_fig-1874630.26.peg.1052.faa,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0
6859_fig-1874630.26.peg.1053.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6860_fig-1874630.26.peg.1054.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
6861_fig-1874630.26.peg.1055.faa,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1
