"","1097677.33.faa","1874630.22.faa","1874630.26.faa","31963.54.faa","31963.56.faa","31964.81.faa","31964.84.faa","31965.20.faa","31965.24.faa","33014.40.faa","33014.42.faa","443906.110.faa","gene","more_than_half"
"260",1,1,1,1,1,1,1,1,1,1,1,1,"6083_fig-1874630.26.peg.277.faa",TRUE
"261",1,1,1,1,1,1,1,1,1,1,1,1,"6084_fig-1874630.26.peg.278.faa",TRUE
"262",1,1,1,1,1,1,1,1,1,1,1,1,"6085_fig-1874630.26.peg.279.faa",TRUE
"263",1,1,1,1,1,1,1,1,1,1,1,1,"6086_fig-1874630.26.peg.280.faa",TRUE
"264",1,1,1,1,1,1,1,1,1,1,1,1,"6087_fig-1874630.26.peg.281.faa",TRUE
"265",1,1,1,1,1,1,1,1,1,1,1,1,"6094_fig-1874630.26.peg.288.faa",TRUE
"266",1,1,1,1,1,1,1,1,1,0,1,1,"6095_fig-1874630.26.peg.289.faa",TRUE
"267",1,1,1,1,1,1,1,1,1,1,1,1,"6096_fig-1874630.26.peg.290.faa",TRUE
"268",1,1,1,1,1,1,1,1,1,1,1,1,"6097_fig-1874630.26.peg.291.faa",TRUE
"269",1,1,1,1,1,1,1,1,1,1,1,1,"6098_fig-1874630.26.peg.292.faa",TRUE
"270",1,1,1,1,1,1,1,1,1,1,1,1,"6099_fig-1874630.26.peg.293.faa",TRUE
"271",1,1,1,1,1,1,1,1,1,1,1,1,"6100_fig-1874630.26.peg.294.faa",TRUE
"272",0,1,1,0,0,1,1,1,1,0,0,1,"6101_fig-1874630.26.peg.295.faa",TRUE
"273",1,1,1,1,1,0,0,1,1,1,1,1,"6102_fig-1874630.26.peg.296.faa",TRUE
"274",1,1,1,1,1,1,1,1,1,1,1,1,"6106_fig-1874630.26.peg.300.faa",TRUE
"275",1,1,1,1,1,0,0,1,1,0,0,1,"6107_fig-1874630.26.peg.301.faa",TRUE
"276",1,1,1,1,1,1,1,1,1,1,1,1,"6108_fig-1874630.26.peg.302.faa",TRUE
"277",1,1,1,1,1,1,1,1,1,1,1,1,"6109_fig-1874630.26.peg.303.faa",TRUE
"278",1,1,1,1,1,1,1,1,1,0,1,1,"6111_fig-1874630.26.peg.305.faa",TRUE
"279",1,1,1,1,1,1,1,1,1,1,1,1,"6112_fig-1874630.26.peg.306.faa",TRUE
"280",1,1,1,1,1,1,1,1,1,1,1,1,"6113_fig-1874630.26.peg.307.faa",TRUE
"281",1,1,1,1,1,1,1,1,1,1,1,1,"6114_fig-1874630.26.peg.308.faa",TRUE
"282",1,1,1,1,1,1,1,1,1,1,1,1,"6115_fig-1874630.26.peg.309.faa",TRUE
"283",1,1,1,1,1,1,1,1,1,1,1,1,"6116_fig-1874630.26.peg.310.faa",TRUE
"284",1,1,1,1,1,0,0,1,1,1,1,1,"6117_fig-1874630.26.peg.311.faa",TRUE
"285",1,1,1,1,1,0,0,1,1,1,1,1,"6118_fig-1874630.26.peg.312.faa",TRUE
"286",1,1,1,1,1,1,1,1,1,1,1,0,"6119_fig-1874630.26.peg.313.faa",TRUE
"287",1,1,1,1,1,1,1,1,1,1,1,0,"6120_fig-1874630.26.peg.314.faa",TRUE
"288",1,1,1,1,1,1,1,0,0,1,1,0,"6121_fig-1874630.26.peg.315.faa",TRUE
"289",1,1,1,1,1,1,1,1,1,1,1,1,"6122_fig-1874630.26.peg.316.faa",TRUE
"290",1,1,1,1,1,1,1,1,1,1,1,1,"6123_fig-1874630.26.peg.317.faa",TRUE
"291",1,1,1,1,1,1,1,1,1,1,1,1,"6126_fig-1874630.26.peg.320.faa",TRUE
"292",1,1,1,1,1,1,1,1,1,1,1,1,"6127_fig-1874630.26.peg.321.faa",TRUE
"293",1,1,1,1,1,1,1,1,1,1,1,1,"6128_fig-1874630.26.peg.322.faa",TRUE
"294",1,1,1,1,1,1,1,1,1,1,1,1,"6129_fig-1874630.26.peg.323.faa",TRUE
"295",0,1,1,0,0,1,1,1,1,1,1,1,"6131_fig-1874630.26.peg.325.faa",TRUE
"296",0,1,1,0,0,0,0,1,1,1,1,1,"6132_fig-1874630.26.peg.326.faa",TRUE
"297",1,1,1,1,1,0,0,1,1,1,1,1,"6138_fig-1874630.26.peg.332.faa",TRUE
"298",1,1,1,1,1,0,0,1,1,0,0,1,"6139_fig-1874630.26.peg.333.faa",TRUE
"299",1,1,1,1,1,0,0,1,1,0,0,1,"6140_fig-1874630.26.peg.334.faa",TRUE
"300",1,1,1,1,1,0,0,1,1,0,0,1,"6141_fig-1874630.26.peg.335.faa",TRUE
"301",1,1,1,1,1,1,1,1,1,1,1,1,"6142_fig-1874630.26.peg.336.faa",TRUE
"302",1,1,1,1,1,1,1,1,1,1,1,1,"6143_fig-1874630.26.peg.337.faa",TRUE
"303",1,1,1,1,1,1,1,1,1,1,1,1,"6144_fig-1874630.26.peg.338.faa",TRUE
"304",1,1,1,1,1,1,1,1,1,1,1,1,"6145_fig-1874630.26.peg.339.faa",TRUE
"305",1,1,1,1,1,1,1,1,1,1,1,1,"6147_fig-1874630.26.peg.341.faa",TRUE
"306",1,1,1,1,1,1,1,1,1,1,1,1,"6148_fig-1874630.26.peg.342.faa",TRUE
"307",1,1,1,1,1,1,1,1,1,1,1,1,"6149_fig-1874630.26.peg.343.faa",TRUE
"308",1,1,1,1,1,1,1,1,1,1,1,1,"6150_fig-1874630.26.peg.344.faa",TRUE
"309",1,1,1,1,1,1,1,1,1,0,1,1,"6151_fig-1874630.26.peg.345.faa",TRUE
"310",1,1,1,1,1,1,1,1,1,0,1,1,"6152_fig-1874630.26.peg.346.faa",TRUE
"311",1,1,1,1,1,1,1,1,1,0,1,1,"6153_fig-1874630.26.peg.347.faa",TRUE
"312",0,1,1,0,0,1,1,1,1,1,1,1,"6154_fig-1874630.26.peg.348.faa",TRUE
"313",0,1,1,0,0,1,1,1,1,1,1,1,"6155_fig-1874630.26.peg.349.faa",TRUE
"314",1,1,1,1,1,1,1,1,1,1,1,1,"6156_fig-1874630.26.peg.350.faa",TRUE
"315",1,1,1,1,1,1,1,1,1,1,1,1,"6157_fig-1874630.26.peg.351.faa",TRUE
"316",1,1,1,1,1,1,1,1,1,1,1,1,"6158_fig-1874630.26.peg.352.faa",TRUE
"317",1,1,1,1,1,1,1,1,1,1,1,1,"6159_fig-1874630.26.peg.353.faa",TRUE
"318",1,1,1,1,1,1,1,1,1,1,1,1,"6160_fig-1874630.26.peg.354.faa",TRUE
"319",1,1,1,1,1,1,1,1,1,1,1,1,"6161_fig-1874630.26.peg.355.faa",TRUE
"320",1,1,1,1,1,1,1,1,1,1,1,1,"6162_fig-1874630.26.peg.356.faa",TRUE
"321",1,0,1,1,1,1,1,1,1,1,1,1,"6165_fig-1874630.26.peg.359.faa",TRUE
"322",1,1,1,1,1,1,1,1,1,1,1,1,"6166_fig-1874630.26.peg.360.faa",TRUE
"323",1,1,1,1,1,1,1,1,1,1,1,1,"6167_fig-1874630.26.peg.361.faa",TRUE
"324",1,1,1,1,1,1,1,1,1,1,1,1,"6168_fig-1874630.26.peg.362.faa",TRUE
"325",1,1,1,1,1,1,1,1,1,1,1,1,"6169_fig-1874630.26.peg.363.faa",TRUE
"326",1,1,1,1,1,1,1,1,1,1,1,1,"6170_fig-1874630.26.peg.364.faa",TRUE
"327",1,1,1,1,1,1,1,1,1,1,0,1,"6171_fig-1874630.26.peg.365.faa",TRUE
"328",1,1,1,1,1,1,1,1,1,1,1,1,"6172_fig-1874630.26.peg.366.faa",TRUE
"329",1,1,1,1,1,1,1,1,1,1,1,1,"6174_fig-1874630.26.peg.368.faa",TRUE
"330",1,1,1,1,1,1,1,1,1,1,1,1,"6175_fig-1874630.26.peg.369.faa",TRUE
"331",1,1,1,1,1,1,1,1,1,1,1,0,"6178_fig-1874630.26.peg.372.faa",TRUE
"332",1,1,1,1,1,1,1,1,1,1,0,1,"6179_fig-1874630.26.peg.373.faa",TRUE
"333",1,1,1,1,1,1,1,1,1,1,1,1,"6180_fig-1874630.26.peg.374.faa",TRUE
"334",1,1,1,1,1,1,1,1,1,1,1,1,"6182_fig-1874630.26.peg.376.faa",TRUE
"335",1,1,1,1,1,1,1,1,1,1,1,1,"6183_fig-1874630.26.peg.377.faa",TRUE
"336",1,1,1,1,1,1,1,1,1,1,1,1,"6184_fig-1874630.26.peg.378.faa",TRUE
"337",1,1,1,1,1,1,1,1,1,1,1,1,"6185_fig-1874630.26.peg.379.faa",TRUE
"338",1,1,1,1,1,1,1,1,1,1,1,1,"6186_fig-1874630.26.peg.380.faa",TRUE
"339",1,1,1,1,1,1,1,1,1,1,1,1,"6187_fig-1874630.26.peg.381.faa",TRUE
"340",1,1,1,1,1,1,1,1,1,1,1,1,"6190_fig-1874630.26.peg.384.faa",TRUE
"341",1,1,1,1,1,1,1,1,1,1,1,1,"6192_fig-1874630.26.peg.386.faa",TRUE
"342",1,1,1,1,1,1,1,1,1,1,1,1,"6193_fig-1874630.26.peg.387.faa",TRUE
"343",1,1,1,1,1,1,1,1,1,1,1,1,"6194_fig-1874630.26.peg.388.faa",TRUE
"344",1,1,1,1,1,1,1,1,1,1,1,0,"6195_fig-1874630.26.peg.389.faa",TRUE
"345",1,1,1,1,1,1,1,1,1,1,1,1,"6196_fig-1874630.26.peg.390.faa",TRUE
"346",1,1,1,1,1,1,1,1,1,1,1,1,"6197_fig-1874630.26.peg.391.faa",TRUE
"347",1,1,1,1,1,1,1,1,1,1,1,1,"6198_fig-1874630.26.peg.392.faa",TRUE
"348",1,1,1,1,1,0,0,1,1,1,1,1,"6199_fig-1874630.26.peg.393.faa",TRUE
"349",1,1,1,1,1,0,0,1,1,0,0,1,"6201_fig-1874630.26.peg.395.faa",TRUE
"350",1,1,1,1,1,1,1,1,1,0,0,1,"6202_fig-1874630.26.peg.396.faa",TRUE
"351",1,1,1,1,1,1,1,1,1,1,1,1,"6203_fig-1874630.26.peg.397.faa",TRUE
"352",0,1,1,1,0,1,1,1,1,0,0,1,"6204_fig-1874630.26.peg.398.faa",TRUE
"353",1,1,1,1,1,1,1,1,1,1,1,1,"6205_fig-1874630.26.peg.399.faa",TRUE
"354",1,1,1,1,1,1,1,1,1,1,1,1,"6207_fig-1874630.26.peg.401.faa",TRUE
"355",1,1,1,1,1,1,1,1,1,1,1,1,"6208_fig-1874630.26.peg.402.faa",TRUE
"356",1,1,1,1,1,1,1,1,1,1,1,1,"6209_fig-1874630.26.peg.403.faa",TRUE
"357",1,1,1,1,1,1,1,1,1,1,1,1,"6210_fig-1874630.26.peg.404.faa",TRUE
"358",1,1,1,1,1,1,1,1,1,1,1,1,"6211_fig-1874630.26.peg.405.faa",TRUE
"359",1,1,1,1,1,1,1,1,1,1,1,1,"6212_fig-1874630.26.peg.406.faa",TRUE
"360",1,1,1,1,1,1,1,1,1,1,1,1,"6214_fig-1874630.26.peg.408.faa",TRUE
"361",1,1,1,1,1,1,1,1,1,1,1,1,"6215_fig-1874630.26.peg.409.faa",TRUE
"362",1,1,1,1,1,1,1,1,1,1,1,1,"6217_fig-1874630.26.peg.411.faa",TRUE
"363",1,1,1,1,1,1,1,1,1,1,1,1,"6218_fig-1874630.26.peg.412.faa",TRUE
"364",1,1,1,1,1,1,1,1,1,1,1,1,"6219_fig-1874630.26.peg.413.faa",TRUE
"365",1,1,1,1,1,1,1,1,1,1,1,1,"6220_fig-1874630.26.peg.414.faa",TRUE
"366",1,1,1,1,1,1,1,1,1,1,1,1,"6221_fig-1874630.26.peg.415.faa",TRUE
"367",1,1,1,1,1,1,1,1,1,1,1,1,"6222_fig-1874630.26.peg.416.faa",TRUE
"368",1,1,1,1,1,1,1,1,1,1,1,1,"6223_fig-1874630.26.peg.417.faa",TRUE
"369",1,1,1,1,1,1,1,1,1,1,1,1,"6224_fig-1874630.26.peg.418.faa",TRUE
"370",1,1,1,1,1,1,1,1,1,1,1,1,"6225_fig-1874630.26.peg.419.faa",TRUE
"371",1,1,1,1,1,1,1,1,1,1,1,1,"6226_fig-1874630.26.peg.420.faa",TRUE
"372",1,1,1,1,1,1,1,1,1,1,1,1,"6227_fig-1874630.26.peg.421.faa",TRUE
"373",1,1,1,1,1,1,1,1,1,1,1,1,"6228_fig-1874630.26.peg.422.faa",TRUE
"374",1,1,1,1,1,1,1,1,1,1,1,1,"6229_fig-1874630.26.peg.423.faa",TRUE
"375",1,1,1,1,1,1,1,1,1,1,1,1,"6230_fig-1874630.26.peg.424.faa",TRUE
"376",1,1,1,1,1,1,1,1,1,1,1,1,"6231_fig-1874630.26.peg.425.faa",TRUE
"377",1,1,1,1,1,1,1,1,1,1,1,1,"6232_fig-1874630.26.peg.426.faa",TRUE
"378",1,1,1,1,1,1,1,1,1,1,1,1,"6233_fig-1874630.26.peg.427.faa",TRUE
"379",1,1,1,1,1,1,1,1,1,1,1,1,"6234_fig-1874630.26.peg.428.faa",TRUE
"380",1,1,1,1,1,1,1,1,1,1,1,1,"6235_fig-1874630.26.peg.429.faa",TRUE
"381",1,1,1,1,1,1,1,1,1,1,1,1,"6236_fig-1874630.26.peg.430.faa",TRUE
"382",1,1,1,1,1,1,1,1,1,1,1,1,"6237_fig-1874630.26.peg.431.faa",TRUE
"383",1,1,1,1,1,1,1,1,1,1,1,1,"6238_fig-1874630.26.peg.432.faa",TRUE
"384",1,1,1,1,1,1,1,1,1,1,1,1,"6239_fig-1874630.26.peg.433.faa",TRUE
"385",1,1,1,1,1,1,1,1,1,1,1,1,"6240_fig-1874630.26.peg.434.faa",TRUE
"386",1,1,1,1,1,1,1,1,1,1,1,1,"6241_fig-1874630.26.peg.435.faa",TRUE
"387",1,1,1,1,1,1,1,1,1,1,1,1,"6242_fig-1874630.26.peg.436.faa",TRUE
"388",1,1,1,1,1,1,1,1,1,1,1,1,"6243_fig-1874630.26.peg.437.faa",TRUE
"389",1,1,1,1,1,1,1,1,1,1,1,1,"6244_fig-1874630.26.peg.438.faa",TRUE
"390",1,1,1,1,1,1,1,1,1,1,1,1,"6245_fig-1874630.26.peg.439.faa",TRUE
"391",1,1,1,1,1,1,1,1,1,1,1,1,"6246_fig-1874630.26.peg.440.faa",TRUE
"392",0,1,1,0,0,1,1,1,1,0,0,1,"6247_fig-1874630.26.peg.441.faa",TRUE
"393",1,1,1,1,1,1,1,1,1,1,1,1,"6248_fig-1874630.26.peg.442.faa",TRUE
"394",1,1,1,1,1,1,1,1,1,1,1,1,"6249_fig-1874630.26.peg.443.faa",TRUE
"395",0,1,1,0,0,0,0,1,1,1,1,1,"6253_fig-1874630.26.peg.447.faa",TRUE
"396",0,1,1,0,0,0,0,1,1,1,1,1,"6254_fig-1874630.26.peg.448.faa",TRUE
"397",1,1,1,1,1,0,1,1,1,1,1,1,"6256_fig-1874630.26.peg.450.faa",TRUE
"398",1,1,1,1,1,1,1,1,1,1,1,1,"6259_fig-1874630.26.peg.453.faa",TRUE
"399",1,1,1,1,1,1,1,1,1,1,1,1,"6260_fig-1874630.26.peg.454.faa",TRUE
"400",1,1,1,1,1,1,1,1,1,1,1,1,"6261_fig-1874630.26.peg.455.faa",TRUE
"401",1,1,1,1,1,1,0,1,1,1,1,1,"6262_fig-1874630.26.peg.456.faa",TRUE
"402",1,1,1,1,1,1,1,1,1,1,1,1,"6263_fig-1874630.26.peg.457.faa",TRUE
"403",1,1,1,1,1,1,1,1,1,1,1,1,"6264_fig-1874630.26.peg.458.faa",TRUE
"404",1,1,1,1,1,1,1,1,1,1,0,1,"6265_fig-1874630.26.peg.459.faa",TRUE
"405",1,1,1,1,1,1,1,1,1,1,1,1,"6266_fig-1874630.26.peg.460.faa",TRUE
"406",1,1,1,1,1,1,1,1,1,1,1,1,"6267_fig-1874630.26.peg.461.faa",TRUE
"407",1,1,1,1,1,1,1,1,1,1,1,1,"6268_fig-1874630.26.peg.462.faa",TRUE
"408",1,1,1,1,1,1,1,1,1,1,1,1,"6269_fig-1874630.26.peg.463.faa",TRUE
"409",1,1,1,1,1,1,1,1,1,1,1,1,"6270_fig-1874630.26.peg.464.faa",TRUE
"410",1,1,1,1,1,1,1,1,1,1,1,1,"6271_fig-1874630.26.peg.465.faa",TRUE
"411",1,1,1,1,1,1,1,1,1,1,1,1,"6272_fig-1874630.26.peg.466.faa",TRUE
"412",1,1,1,1,1,1,1,1,1,1,1,1,"6273_fig-1874630.26.peg.467.faa",TRUE
"413",1,1,1,1,1,1,1,1,1,1,1,1,"6274_fig-1874630.26.peg.468.faa",TRUE
"414",1,1,1,1,1,1,1,1,1,1,1,1,"6275_fig-1874630.26.peg.469.faa",TRUE
"415",1,1,1,1,1,1,1,1,1,1,1,1,"6277_fig-1874630.26.peg.471.faa",TRUE
"416",1,1,1,1,1,1,1,1,1,1,1,1,"6278_fig-1874630.26.peg.472.faa",TRUE
"417",1,1,1,1,1,1,1,1,1,1,1,1,"6279_fig-1874630.26.peg.473.faa",TRUE
"418",1,1,1,1,1,1,1,1,1,1,1,1,"6280_fig-1874630.26.peg.474.faa",TRUE
"419",1,1,1,1,1,1,1,1,1,1,1,1,"6281_fig-1874630.26.peg.475.faa",TRUE
"420",1,1,1,1,1,1,1,1,1,1,1,1,"6282_fig-1874630.26.peg.476.faa",TRUE
"421",1,1,1,1,1,1,1,1,1,1,1,1,"6283_fig-1874630.26.peg.477.faa",TRUE
"422",1,1,1,1,1,1,1,1,1,1,1,1,"6284_fig-1874630.26.peg.478.faa",TRUE
"423",1,1,1,1,1,1,1,1,1,0,0,1,"6285_fig-1874630.26.peg.479.faa",TRUE
"424",1,1,1,1,1,1,1,1,1,1,1,1,"6286_fig-1874630.26.peg.480.faa",TRUE
"425",1,1,1,1,1,1,1,1,1,1,1,1,"6287_fig-1874630.26.peg.481.faa",TRUE
"426",1,1,1,1,1,1,1,1,1,1,1,1,"6288_fig-1874630.26.peg.482.faa",TRUE
"427",1,1,1,1,1,1,1,1,1,1,1,1,"6289_fig-1874630.26.peg.483.faa",TRUE
"428",1,1,1,1,1,1,1,1,1,1,1,1,"6290_fig-1874630.26.peg.484.faa",TRUE
"429",1,1,1,1,1,1,1,1,1,1,1,1,"6291_fig-1874630.26.peg.485.faa",TRUE
"430",1,1,1,1,1,1,1,1,1,1,1,1,"6292_fig-1874630.26.peg.486.faa",TRUE
"431",1,1,1,1,1,1,1,1,1,1,1,1,"6293_fig-1874630.26.peg.487.faa",TRUE
"432",1,1,1,1,1,1,1,1,1,1,1,1,"6294_fig-1874630.26.peg.488.faa",TRUE
"433",1,1,1,1,1,1,1,1,1,1,1,1,"6295_fig-1874630.26.peg.489.faa",TRUE
"434",1,1,1,1,1,1,1,1,1,1,1,1,"6296_fig-1874630.26.peg.490.faa",TRUE
"435",1,1,1,1,1,1,1,1,1,1,1,1,"6297_fig-1874630.26.peg.491.faa",TRUE
"436",1,1,1,1,1,1,1,1,1,1,1,1,"6298_fig-1874630.26.peg.492.faa",TRUE
"437",1,1,1,1,1,1,1,1,1,1,1,1,"6304_fig-1874630.26.peg.498.faa",TRUE
"438",1,1,1,1,1,1,1,1,1,1,1,1,"6306_fig-1874630.26.peg.500.faa",TRUE
"439",1,1,1,1,1,1,1,1,1,1,1,1,"6307_fig-1874630.26.peg.501.faa",TRUE
"440",1,1,1,1,1,1,1,1,1,1,1,1,"6308_fig-1874630.26.peg.502.faa",TRUE
"441",1,1,1,1,1,1,1,1,1,1,1,1,"6309_fig-1874630.26.peg.503.faa",TRUE
"442",1,1,1,1,1,1,1,1,1,1,1,1,"6310_fig-1874630.26.peg.504.faa",TRUE
"443",1,1,1,1,1,1,1,1,1,1,1,1,"6311_fig-1874630.26.peg.505.faa",TRUE
"444",1,1,1,1,1,1,1,1,1,0,0,1,"6312_fig-1874630.26.peg.506.faa",TRUE
"445",1,1,1,0,1,1,1,1,1,1,1,1,"6313_fig-1874630.26.peg.507.faa",TRUE
"446",1,1,1,1,1,1,1,1,1,1,1,1,"6314_fig-1874630.26.peg.508.faa",TRUE
"447",1,1,1,1,1,1,1,1,1,1,1,1,"6315_fig-1874630.26.peg.509.faa",TRUE
"448",1,1,1,1,1,1,1,1,1,1,1,1,"6316_fig-1874630.26.peg.510.faa",TRUE
"449",1,1,1,1,1,1,1,1,1,1,1,1,"6317_fig-1874630.26.peg.511.faa",TRUE
"450",1,1,1,1,1,1,1,1,1,0,0,0,"6318_fig-1874630.26.peg.512.faa",TRUE
"451",1,1,1,1,1,1,1,1,1,1,1,1,"6319_fig-1874630.26.peg.513.faa",TRUE
"452",1,1,1,1,1,1,1,1,1,0,0,1,"6320_fig-1874630.26.peg.514.faa",TRUE
"453",1,1,1,1,1,1,1,1,1,1,1,1,"6321_fig-1874630.26.peg.515.faa",TRUE
"454",1,1,1,1,1,0,0,1,1,1,1,1,"6322_fig-1874630.26.peg.516.faa",TRUE
"455",1,1,1,1,1,1,1,1,1,1,1,1,"6323_fig-1874630.26.peg.517.faa",TRUE
"456",1,1,1,1,1,1,1,1,1,1,1,1,"6324_fig-1874630.26.peg.518.faa",TRUE
"457",1,1,1,1,1,1,1,1,1,1,1,1,"6327_fig-1874630.26.peg.521.faa",TRUE
"458",1,1,1,1,1,1,1,1,1,1,1,1,"6328_fig-1874630.26.peg.522.faa",TRUE
"459",1,1,1,1,1,1,1,1,1,1,1,1,"6329_fig-1874630.26.peg.523.faa",TRUE
"460",1,1,1,1,1,0,0,1,1,1,1,1,"6330_fig-1874630.26.peg.524.faa",TRUE
"461",1,1,1,1,1,1,1,1,1,1,1,1,"6337_fig-1874630.26.peg.531.faa",TRUE
"462",1,1,1,1,1,1,1,1,1,1,1,1,"6338_fig-1874630.26.peg.532.faa",TRUE
"463",0,1,1,0,0,0,0,1,1,1,1,1,"6339_fig-1874630.26.peg.533.faa",TRUE
"464",1,1,1,1,1,1,1,1,1,1,1,1,"6340_fig-1874630.26.peg.534.faa",TRUE
"465",1,1,1,1,1,1,1,1,1,1,1,1,"6341_fig-1874630.26.peg.535.faa",TRUE
"466",1,1,1,1,1,1,1,1,1,1,1,1,"6342_fig-1874630.26.peg.536.faa",TRUE
"467",1,1,1,1,1,1,1,1,1,1,1,1,"6343_fig-1874630.26.peg.537.faa",TRUE
"468",1,1,1,1,1,1,1,1,1,1,1,1,"6345_fig-1874630.26.peg.539.faa",TRUE
"469",0,1,1,0,0,1,1,1,1,0,0,1,"6346_fig-1874630.26.peg.540.faa",TRUE
"470",0,1,1,0,0,1,1,1,1,0,0,1,"6347_fig-1874630.26.peg.541.faa",TRUE
"471",1,1,1,1,1,1,1,1,1,1,1,1,"6348_fig-1874630.26.peg.542.faa",TRUE
"472",1,1,1,1,1,1,1,1,1,1,1,1,"6349_fig-1874630.26.peg.543.faa",TRUE
"473",1,1,1,1,1,1,1,1,1,1,1,1,"6350_fig-1874630.26.peg.544.faa",TRUE
"474",1,1,1,1,1,1,1,1,1,1,1,1,"6351_fig-1874630.26.peg.545.faa",TRUE
"475",1,1,1,1,1,0,0,1,1,1,1,1,"6352_fig-1874630.26.peg.546.faa",TRUE
"476",1,1,1,1,1,0,0,1,1,1,1,1,"6353_fig-1874630.26.peg.547.faa",TRUE
"477",1,1,1,1,1,1,1,1,1,1,1,1,"6355_fig-1874630.26.peg.549.faa",TRUE
"478",1,1,1,1,1,1,1,1,1,1,1,1,"6357_fig-1874630.26.peg.551.faa",TRUE
"479",1,1,1,1,1,1,1,1,1,1,1,1,"6358_fig-1874630.26.peg.552.faa",TRUE
"480",1,1,1,1,1,1,1,1,1,1,1,1,"6359_fig-1874630.26.peg.553.faa",TRUE
"481",1,1,1,1,1,1,1,1,1,1,1,1,"6362_fig-1874630.26.peg.556.faa",TRUE
"482",1,1,1,1,1,0,0,1,1,1,1,1,"6363_fig-1874630.26.peg.557.faa",TRUE
"483",1,1,1,1,1,0,0,1,1,1,0,1,"6366_fig-1874630.26.peg.560.faa",TRUE
"484",1,1,1,1,1,0,0,1,1,1,1,1,"6372_fig-1874630.26.peg.566.faa",TRUE
"485",1,1,1,1,1,0,0,1,1,1,1,1,"6373_fig-1874630.26.peg.567.faa",TRUE
"486",1,1,1,1,1,1,1,1,1,1,1,1,"6377_fig-1874630.26.peg.571.faa",TRUE
"487",1,1,1,1,1,1,1,1,1,1,1,1,"6379_fig-1874630.26.peg.573.faa",TRUE
"488",1,1,1,1,1,1,1,1,1,1,1,1,"6380_fig-1874630.26.peg.574.faa",TRUE
"489",1,1,1,1,1,1,1,1,1,1,1,1,"6381_fig-1874630.26.peg.575.faa",TRUE
"490",1,1,1,1,1,1,1,1,1,1,1,1,"6382_fig-1874630.26.peg.576.faa",TRUE
"491",1,1,1,1,1,1,1,1,1,1,1,1,"6383_fig-1874630.26.peg.577.faa",TRUE
"492",1,1,1,1,1,1,1,1,1,1,1,1,"6384_fig-1874630.26.peg.578.faa",TRUE
"493",1,1,1,1,1,1,1,1,1,1,1,1,"6385_fig-1874630.26.peg.579.faa",TRUE
"494",1,1,1,1,1,0,0,0,1,1,1,1,"6386_fig-1874630.26.peg.580.faa",TRUE
"495",1,1,1,1,1,1,1,1,1,1,1,1,"6387_fig-1874630.26.peg.581.faa",TRUE
"496",1,1,1,1,1,1,1,1,1,1,0,1,"6388_fig-1874630.26.peg.582.faa",TRUE
"497",1,1,1,1,1,1,1,1,1,1,1,1,"6389_fig-1874630.26.peg.583.faa",TRUE
"498",1,1,1,1,1,1,1,1,1,1,1,1,"6392_fig-1874630.26.peg.586.faa",TRUE
"499",1,0,1,1,1,1,1,1,1,1,1,1,"6393_fig-1874630.26.peg.587.faa",TRUE
"500",1,1,1,1,1,1,1,1,1,1,1,1,"6394_fig-1874630.26.peg.588.faa",TRUE
"501",1,1,1,1,1,1,1,1,0,1,1,1,"6395_fig-1874630.26.peg.589.faa",TRUE
"502",1,1,1,1,1,1,1,1,1,1,1,1,"6396_fig-1874630.26.peg.590.faa",TRUE
"503",1,1,1,1,1,1,1,1,1,1,1,1,"6397_fig-1874630.26.peg.591.faa",TRUE
"504",1,1,1,1,1,1,1,1,1,0,0,1,"6398_fig-1874630.26.peg.592.faa",TRUE
"505",1,1,1,1,1,1,1,1,1,1,1,1,"6399_fig-1874630.26.peg.593.faa",TRUE
"506",1,0,1,1,1,0,0,1,1,0,0,1,"6400_fig-1874630.26.peg.594.faa",TRUE
"507",1,1,1,1,1,1,1,1,1,1,1,1,"6401_fig-1874630.26.peg.595.faa",TRUE
"508",1,1,1,1,1,1,1,1,1,1,1,1,"6403_fig-1874630.26.peg.597.faa",TRUE
"509",1,1,1,1,1,1,1,1,1,1,1,1,"6404_fig-1874630.26.peg.598.faa",TRUE
"510",1,1,1,1,1,1,1,1,1,1,1,1,"6405_fig-1874630.26.peg.599.faa",TRUE
"511",1,1,1,1,1,1,1,1,1,1,1,1,"6406_fig-1874630.26.peg.600.faa",TRUE
"512",1,1,1,1,1,1,1,1,1,1,1,1,"6407_fig-1874630.26.peg.601.faa",TRUE
"513",1,1,1,1,1,1,1,1,1,1,1,1,"6408_fig-1874630.26.peg.602.faa",TRUE
"514",1,1,1,1,1,1,1,1,1,1,1,1,"6409_fig-1874630.26.peg.603.faa",TRUE
"515",1,1,1,1,1,1,1,1,1,1,1,1,"6410_fig-1874630.26.peg.604.faa",TRUE
"516",1,1,1,1,1,1,1,1,1,1,1,1,"6411_fig-1874630.26.peg.605.faa",TRUE
"517",1,1,1,1,1,0,0,1,1,1,1,1,"6412_fig-1874630.26.peg.606.faa",TRUE
"518",1,1,1,1,1,1,1,1,1,1,1,1,"6413_fig-1874630.26.peg.607.faa",TRUE
"519",1,1,1,1,1,1,1,1,1,1,1,1,"6414_fig-1874630.26.peg.608.faa",TRUE
"520",1,1,1,1,1,1,1,1,1,1,1,1,"6415_fig-1874630.26.peg.609.faa",TRUE
"521",1,1,1,1,1,1,1,1,1,1,1,1,"6416_fig-1874630.26.peg.610.faa",TRUE
